Status,Quadrat ID,Location,Date,Length mm,Growth bands ,Shell erosion mm,Notes
Unharvested,1,St. Pierre Creek,August,90.4,,,
Unharvested,1,St. Pierre Creek,August,92.3,,,
Unharvested,1,St. Pierre Creek,August,92.9,,,
Unharvested,1,St. Pierre Creek,August,93.1,,,
Unharvested,1,St. Pierre Creek,August,100,,,
Unharvested,2,St. Pierre Creek,August,92,12,,
Unharvested,2,St. Pierre Creek,August,95.3,12,22,
Unharvested,2,St. Pierre Creek,August,82.3,9,,
Unharvested,2,St. Pierre Creek,August,86.5,8,,
Unharvested,2,St. Pierre Creek,August,84.4,5,,
Unharvested,2,St. Pierre Creek,August,84.6,5,,
Unharvested,2,St. Pierre Creek,August,80.9,4,,
Unharvested,2,St. Pierre Creek,August,20.4,1,,
Unharvested,2,St. Pierre Creek,August,25,1,,
Unharvested,2,St. Pierre Creek,August,28.5,1,,
Unharvested,2,St. Pierre Creek,August,13.3,,,
Unharvested,2,St. Pierre Creek,August,29.7,,,
Unharvested,2,St. Pierre Creek,August,32.8,,,
Unharvested,2,St. Pierre Creek,August,42.4,,,
Unharvested,2,St. Pierre Creek,August,48.2,,,
Unharvested,2,St. Pierre Creek,August,70.2,,,
Unharvested,2,St. Pierre Creek,August,71.4,,,
Unharvested,2,St. Pierre Creek,August,73.6,,,
Unharvested,2,St. Pierre Creek,August,83.4,,,
Unharvested,2,St. Pierre Creek,August,83.5,,,
Unharvested,2,St. Pierre Creek,August,83.6,,,
Unharvested,2,St. Pierre Creek,August,85.5,,,
Unharvested,2,St. Pierre Creek,August,86.4,,,
Unharvested,2,St. Pierre Creek,August,86.8,,,
Unharvested,2,St. Pierre Creek,August,86.9,,,
Unharvested,2,St. Pierre Creek,August,89.5,,,
Unharvested,2,St. Pierre Creek,August,89.6,,,
Unharvested,2,St. Pierre Creek,August,91.1,,,
Unharvested,3,St. Pierre Creek,August,107,14,,
Unharvested,3,St. Pierre Creek,August,86.1,4,,Take out?
Unharvested,3,St. Pierre Creek,August,80.5,3,,
Unharvested,4,St. Pierre Creek,August,104,11,,
Unharvested,4,St. Pierre Creek,August,96,8,,
Unharvested,4,St. Pierre Creek,August,92.7,6,,
Unharvested,4,St. Pierre Creek,August,80,5,,
Unharvested,4,St. Pierre Creek,August,80.5,5,,
Unharvested,4,St. Pierre Creek,August,90.5,4,,
Unharvested,4,St. Pierre Creek,August,95.7,4,,
Unharvested,4,St. Pierre Creek,August,70.8,3,,
Unharvested,4,St. Pierre Creek,August,82.5,3,,
Unharvested,4,St. Pierre Creek,August,11.2,,,
Unharvested,4,St. Pierre Creek,August,78.1,,,
Unharvested,4,St. Pierre Creek,August,78.7,,,
Unharvested,4,St. Pierre Creek,August,83.5,,,
Unharvested,4,St. Pierre Creek,August,88.6,,,
Unharvested,4,St. Pierre Creek,August,88.8,,,
Unharvested,4,St. Pierre Creek,August,89.2,,,
Unharvested,4,St. Pierre Creek,August,89.8,,,
Unharvested,4,St. Pierre Creek,August,90.2,,,
Unharvested,4,St. Pierre Creek,August,91.7,,,
Unharvested,4,St. Pierre Creek,August,92.1,,,
Unharvested,4,St. Pierre Creek,August,94.7,,,
Unharvested,4,St. Pierre Creek,August,95.8,,,
Unharvested,4,St. Pierre Creek,August,96.8,,,
Unharvested,4,St. Pierre Creek,August,97,,,
Unharvested,4,St. Pierre Creek,August,97.3,,,
Unharvested,4,St. Pierre Creek,August,97.5,,,
Unharvested,4,St. Pierre Creek,August,97.5,,,
Unharvested,4,St. Pierre Creek,August,98.5,,,
Unharvested,4,St. Pierre Creek,August,101,,,
Unharvested,4,St. Pierre Creek,August,101.2,,,
Unharvested,4,St. Pierre Creek,August,101.9,,,
Unharvested,4,St. Pierre Creek,August,103,,,
Unharvested,4,St. Pierre Creek,August,103.3,,,
Unharvested,4,St. Pierre Creek,August,103.8,,,
Unharvested,4,St. Pierre Creek,August,103.8,,,
Unharvested,4,St. Pierre Creek,August,107.7,,,
Unharvested,4,St. Pierre Creek,August,112.4,,,
Unharvested,5,St. Pierre Creek,August,102.7,11,20,
Unharvested,5,St. Pierre Creek,August,94.5,8,,
Unharvested,5,St. Pierre Creek,August,93.2,7,,
Unharvested,5,St. Pierre Creek,August,95.9,6,,
Unharvested,5,St. Pierre Creek,August,103.6,5,,
Unharvested,5,St. Pierre Creek,August,73.3,3,,
Unharvested,5,St. Pierre Creek,August,78.3,3,,
Unharvested,5,St. Pierre Creek,August,69.1,2,,
Unharvested,5,St. Pierre Creek,August,80,2,,
Unharvested,5,St. Pierre Creek,August,43.5,,,
Unharvested,5,St. Pierre Creek,August,57.4,,,
Unharvested,5,St. Pierre Creek,August,81.2,,,
Unharvested,5,St. Pierre Creek,August,86.8,,,
Unharvested,5,St. Pierre Creek,August,87.4,,,
Unharvested,5,St. Pierre Creek,August,93.7,,,
Unharvested,5,St. Pierre Creek,August,94.7,,,
Unharvested,5,St. Pierre Creek,August,98.9,,,
Unharvested,5,St. Pierre Creek,August,103.7,,,
Unharvested,6,St. Pierre Creek,August,40.1,,,
Unharvested,6,St. Pierre Creek,August,44.2,,,
Unharvested,6,St. Pierre Creek,August,52.2,,,
Unharvested,6,St. Pierre Creek,August,65.9,,,
Unharvested,6,St. Pierre Creek,August,72.1,,,
Unharvested,6,St. Pierre Creek,August,72.6,,,
Unharvested,6,St. Pierre Creek,August,73.2,,,
Unharvested,6,St. Pierre Creek,August,75,,,
Unharvested,6,St. Pierre Creek,August,76.5,,,
Unharvested,6,St. Pierre Creek,August,80.7,,,
Unharvested,6,St. Pierre Creek,August,85,,,
Unharvested,6,St. Pierre Creek,August,86.4,,,
Unharvested,6,St. Pierre Creek,August,88.5,,,
Unharvested,6,St. Pierre Creek,August,88.6,,,
Unharvested,6,St. Pierre Creek,August,89.7,,,
Unharvested,6,St. Pierre Creek,August,90.5,,,
Unharvested,6,St. Pierre Creek,August,91.3,,,
Unharvested,6,St. Pierre Creek,August,92.5,,,
Unharvested,6,St. Pierre Creek,August,94.4,,,
Unharvested,6,St. Pierre Creek,August,94.8,,,
Unharvested,6,St. Pierre Creek,August,95.8,,,
Unharvested,6,St. Pierre Creek,August,96.4,,,
Unharvested,6,St. Pierre Creek,August,97,,,
Unharvested,6,St. Pierre Creek,August,97.4,,,
Unharvested,6,St. Pierre Creek,August,98.7,,,
Unharvested,6,St. Pierre Creek,August,100.2,,,
Unharvested,6,St. Pierre Creek,August,101.5,,,
Unharvested,6,St. Pierre Creek,August,102.6,,,
Unharvested,6,St. Pierre Creek,August,103,,,
Unharvested,6,St. Pierre Creek,August,103.3,,,
Unharvested,6,St. Pierre Creek,August,103.3,,,
Unharvested,6,St. Pierre Creek,August,105.9,,,
Unharvested,6,St. Pierre Creek,August,106.2,,,
Unharvested,6,St. Pierre Creek,August,111.7,,,
Unharvested,7,St. Pierre Creek,August,93.6,12,,Difficult
Unharvested,7,St. Pierre Creek,August,91.9,9,19,
Unharvested,7,St. Pierre Creek,August,83,5,,
Unharvested,7,St. Pierre Creek,August,25.8,1,,
Unharvested,7,St. Pierre Creek,August,26.1,0,,
Unharvested,7,St. Pierre Creek,August,9.9,,,
Unharvested,7,St. Pierre Creek,August,20.7,,,
Unharvested,7,St. Pierre Creek,August,22.3,,,
Unharvested,7,St. Pierre Creek,August,23.4,,,
Unharvested,7,St. Pierre Creek,August,25.8,,,
Unharvested,7,St. Pierre Creek,August,50.8,,,
Unharvested,7,St. Pierre Creek,August,56,,,
Unharvested,7,St. Pierre Creek,August,60.4,,,
Unharvested,7,St. Pierre Creek,August,60.6,,,
Unharvested,7,St. Pierre Creek,August,78.2,,,
Unharvested,7,St. Pierre Creek,August,79,,,
Unharvested,7,St. Pierre Creek,August,80.6,,,
Unharvested,7,St. Pierre Creek,August,81,,,
Unharvested,7,St. Pierre Creek,August,85.3,,,
Unharvested,7,St. Pierre Creek,August,86.3,,,
Unharvested,7,St. Pierre Creek,August,86.9,,,
Unharvested,7,St. Pierre Creek,August,87.6,,,
Unharvested,7,St. Pierre Creek,August,88.1,,,
Unharvested,7,St. Pierre Creek,August,88.3,,,
Unharvested,7,St. Pierre Creek,August,90.2,,,
Unharvested,7,St. Pierre Creek,August,93.6,,,
Unharvested,7,St. Pierre Creek,August,95.8,,,
Unharvested,7,St. Pierre Creek,August,96,,,
Unharvested,7,St. Pierre Creek,August,96.5,,,
Unharvested,7,St. Pierre Creek,August,100.4,,,
Unharvested,7,St. Pierre Creek,August,100.9,,,
Unharvested,7,St. Pierre Creek,August,101.2,,,
Unharvested,7,St. Pierre Creek,August,101.5,,,
Unharvested,7,St. Pierre Creek,August,101.9,,,
Unharvested,8,St. Pierre Creek,August,95.8,12,27,Difficult
Unharvested,8,St. Pierre Creek,August,96,12,,
Unharvested,8,St. Pierre Creek,August,87.9,11,16,
Unharvested,8,St. Pierre Creek,August,84.4,5,,
Unharvested,8,St. Pierre Creek,August,84,4,,
Unharvested,8,St. Pierre Creek,August,25.1,,,
Unharvested,8,St. Pierre Creek,August,31.1,,,
Unharvested,8,St. Pierre Creek,August,35,,,
Unharvested,8,St. Pierre Creek,August,48.2,,,
Unharvested,8,St. Pierre Creek,August,50.6,,,
Unharvested,8,St. Pierre Creek,August,54.4,,,
Unharvested,8,St. Pierre Creek,August,68.3,,,
Unharvested,8,St. Pierre Creek,August,68.8,,,
Unharvested,8,St. Pierre Creek,August,70.5,,,
Unharvested,8,St. Pierre Creek,August,70.7,,,
Unharvested,8,St. Pierre Creek,August,70.8,,,
Unharvested,8,St. Pierre Creek,August,72.2,,,
Unharvested,8,St. Pierre Creek,August,72.7,,,
Unharvested,8,St. Pierre Creek,August,74,,,
Unharvested,8,St. Pierre Creek,August,76.3,,,
Unharvested,8,St. Pierre Creek,August,76.7,,,
Unharvested,8,St. Pierre Creek,August,76.8,,,
Unharvested,8,St. Pierre Creek,August,78.9,,,
Unharvested,8,St. Pierre Creek,August,79,,,
Unharvested,8,St. Pierre Creek,August,80.2,,,
Unharvested,8,St. Pierre Creek,August,80.7,,,
Unharvested,8,St. Pierre Creek,August,81.5,,,
Unharvested,8,St. Pierre Creek,August,81.9,,,
Unharvested,8,St. Pierre Creek,August,82.8,,,
Unharvested,8,St. Pierre Creek,August,83.4,,,
Unharvested,8,St. Pierre Creek,August,84.7,,,
Unharvested,8,St. Pierre Creek,August,85.7,,,
Unharvested,8,St. Pierre Creek,August,88.8,,,
Unharvested,8,St. Pierre Creek,August,89.1,,,
Unharvested,8,St. Pierre Creek,August,89.4,,,
Unharvested,8,St. Pierre Creek,August,91.4,,,
Unharvested,8,St. Pierre Creek,August,91.5,,,
Unharvested,8,St. Pierre Creek,August,91.5,,,
Unharvested,8,St. Pierre Creek,August,93.2,,,
Unharvested,8,St. Pierre Creek,August,96.5,,,
Unharvested,8,St. Pierre Creek,August,98.2,,,
Unharvested,8,St. Pierre Creek,August,99.9,,,
Unharvested,8,St. Pierre Creek,August,101.2,,,
Unharvested,8,St. Pierre Creek,August,110.2,,,
Unharvested,9,St. Pierre Creek,August,90.2,11,19,
Unharvested,9,St. Pierre Creek,August,87.5,9,,
Unharvested,9,St. Pierre Creek,August,87.4,7,,
Unharvested,9,St. Pierre Creek,August,84.3,6,,
Unharvested,9,St. Pierre Creek,August,70.3,3,,
Unharvested,9,St. Pierre Creek,August,48.5,2,,
Unharvested,9,St. Pierre Creek,August,53.5,2,,
Unharvested,9,St. Pierre Creek,August,31.7,1,,
Unharvested,9,St. Pierre Creek,August,7.7,,,
Unharvested,9,St. Pierre Creek,August,33.1,,,
Unharvested,9,St. Pierre Creek,August,38.9,,,
Unharvested,9,St. Pierre Creek,August,39.1,,,
Unharvested,9,St. Pierre Creek,August,41,,,
Unharvested,9,St. Pierre Creek,August,47.2,,,
Unharvested,9,St. Pierre Creek,August,49.5,,,
Unharvested,9,St. Pierre Creek,August,55.7,,,
Unharvested,9,St. Pierre Creek,August,72.5,,,
Unharvested,9,St. Pierre Creek,August,73.1,,,
Unharvested,9,St. Pierre Creek,August,76.8,,,
Unharvested,9,St. Pierre Creek,August,77.7,,,
Unharvested,9,St. Pierre Creek,August,79.5,,,
Unharvested,9,St. Pierre Creek,August,80.8,,,
Unharvested,9,St. Pierre Creek,August,81.5,,,
Unharvested,9,St. Pierre Creek,August,84.3,,,
Unharvested,9,St. Pierre Creek,August,84.5,,,
Unharvested,9,St. Pierre Creek,August,84.8,,,
Unharvested,9,St. Pierre Creek,August,84.9,,,
Unharvested,9,St. Pierre Creek,August,86.7,,,
Unharvested,9,St. Pierre Creek,August,86.8,,,
Unharvested,9,St. Pierre Creek,August,88.8,,,
Unharvested,9,St. Pierre Creek,August,89,,,
Unharvested,9,St. Pierre Creek,August,90.2,,,
Unharvested,9,St. Pierre Creek,August,98.7,,,
Unharvested,9,St. Pierre Creek,August,99,,,
Unharvested,9,St. Pierre Creek,August,102.6,,,
Unharvested,9,St. Pierre Creek,August,104.3,,,
Unharvested,9,St. Pierre Creek,August,105.8,,,
Unharvested,10,St. Pierre Creek,August,96.6,12,,
Unharvested,10,St. Pierre Creek,August,98.3,12,,
Unharvested,10,St. Pierre Creek,August,98,11,24,
Unharvested,10,St. Pierre Creek,August,84.1,6,,
Unharvested,10,St. Pierre Creek,August,55.1,3,,
Unharvested,10,St. Pierre Creek,August,47.3,2,,
Unharvested,10,St. Pierre Creek,August,51.2,2,,
Unharvested,10,St. Pierre Creek,August,12.8,0,,
Unharvested,10,St. Pierre Creek,August,17.7,0,,
Unharvested,10,St. Pierre Creek,August,7.9,,,
Unharvested,10,St. Pierre Creek,August,12,,,
Unharvested,10,St. Pierre Creek,August,19.7,,,
Unharvested,10,St. Pierre Creek,August,35.3,,,
Unharvested,10,St. Pierre Creek,August,41.7,,,
Unharvested,10,St. Pierre Creek,August,60,,,
Unharvested,10,St. Pierre Creek,August,63.5,,,
Unharvested,10,St. Pierre Creek,August,71.8,,,
Unharvested,10,St. Pierre Creek,August,74.6,,,
Unharvested,10,St. Pierre Creek,August,76.8,,,
Unharvested,10,St. Pierre Creek,August,83.2,,,
Unharvested,10,St. Pierre Creek,August,85.3,,,
Unharvested,10,St. Pierre Creek,August,85.5,,,
Unharvested,10,St. Pierre Creek,August,86.3,,,
Unharvested,10,St. Pierre Creek,August,90.5,,,
Unharvested,10,St. Pierre Creek,August,90.8,,,
Unharvested,10,St. Pierre Creek,August,91.1,,,
Unharvested,10,St. Pierre Creek,August,91.9,,,
Unharvested,10,St. Pierre Creek,August,93.4,,,
Unharvested,10,St. Pierre Creek,August,102.1,,,
Unharvested,10,St. Pierre Creek,August,105.3,,,
Unharvested,1,St. Pierre Creek,November,91.3,10,,
Unharvested,1,St. Pierre Creek,November,84.6,9,,
Unharvested,1,St. Pierre Creek,November,83.1,7,18,
Unharvested,1,St. Pierre Creek,November,79.5,5,,
Unharvested,1,St. Pierre Creek,November,88,5,,
Unharvested,1,St. Pierre Creek,November,72.3,4,,
Unharvested,1,St. Pierre Creek,November,74.9,3,,
Unharvested,1,St. Pierre Creek,November,57.8,2,,
Unharvested,1,St. Pierre Creek,November,36.2,1,,
Unharvested,1,St. Pierre Creek,November,21.8,0,,
Unharvested,1,St. Pierre Creek,November,34.1,,,
Unharvested,1,St. Pierre Creek,November,35.8,,,
Unharvested,1,St. Pierre Creek,November,48.4,,,
Unharvested,1,St. Pierre Creek,November,49,,,
Unharvested,1,St. Pierre Creek,November,56,,,
Unharvested,1,St. Pierre Creek,November,58.1,,,
Unharvested,1,St. Pierre Creek,November,67.5,,,
Unharvested,1,St. Pierre Creek,November,74.7,,,
Unharvested,1,St. Pierre Creek,November,75.5,,,
Unharvested,1,St. Pierre Creek,November,75.6,,,
Unharvested,1,St. Pierre Creek,November,78.7,,,
Unharvested,1,St. Pierre Creek,November,79.1,,,
Unharvested,1,St. Pierre Creek,November,80.3,,,
Unharvested,1,St. Pierre Creek,November,81.7,,,
Unharvested,1,St. Pierre Creek,November,82.4,,,
Unharvested,1,St. Pierre Creek,November,87.9,,,
Unharvested,1,St. Pierre Creek,November,88.6,,,
Unharvested,1,St. Pierre Creek,November,89.2,,,
Unharvested,1,St. Pierre Creek,November,89.4,,,
Unharvested,1,St. Pierre Creek,November,89.7,,,
Unharvested,1,St. Pierre Creek,November,90.1,,,
Unharvested,1,St. Pierre Creek,November,91.9,,,
Unharvested,1,St. Pierre Creek,November,94.5,,,
Unharvested,1,St. Pierre Creek,November,94.9,,,
Unharvested,1,St. Pierre Creek,November,95.2,,,
Unharvested,1,St. Pierre Creek,November,96.1,,,
Unharvested,1,St. Pierre Creek,November,99.5,,,
Unharvested,1,St. Pierre Creek,November,113.9,,,
Unharvested,2,St. Pierre Creek,November,92.7,9,,
Unharvested,2,St. Pierre Creek,November,93.3,9,26,
Unharvested,2,St. Pierre Creek,November,85.8,5,,
Unharvested,2,St. Pierre Creek,November,85.7,4,,
Unharvested,2,St. Pierre Creek,November,54.2,2,,
Unharvested,2,St. Pierre Creek,November,27.5,1,,
Unharvested,2,St. Pierre Creek,November,24.4,0,,
Unharvested,2,St. Pierre Creek,November,27.8,0,,
Unharvested,2,St. Pierre Creek,November,57.3,,,
Unharvested,2,St. Pierre Creek,November,82.5,,,
Unharvested,2,St. Pierre Creek,November,83.3,,,
Unharvested,2,St. Pierre Creek,November,83.6,,,
Unharvested,2,St. Pierre Creek,November,85.8,,,
Unharvested,2,St. Pierre Creek,November,93.5,,,
Unharvested,2,St. Pierre Creek,November,93.5,,,
Unharvested,2,St. Pierre Creek,November,94.5,,,
Unharvested,2,St. Pierre Creek,November,94.7,,,
Unharvested,2,St. Pierre Creek,November,99.1,,,
Unharvested,2,St. Pierre Creek,November,102.5,,,
Unharvested,2,St. Pierre Creek,November,108.4,,,
Unharvested,3,St. Pierre Creek,November,102,15,23,Difficult
Unharvested,3,St. Pierre Creek,November,103.3,15,23,
Unharvested,3,St. Pierre Creek,November,92.6,11,22,
Unharvested,3,St. Pierre Creek,November,86.3,8,,
Unharvested,3,St. Pierre Creek,November,88.6,8,,Very difficult
Unharvested,3,St. Pierre Creek,November,85.8,6,,
Unharvested,3,St. Pierre Creek,November,80.3,5,,
Unharvested,3,St. Pierre Creek,November,76.8,4,,
Unharvested,3,St. Pierre Creek,November,94,,,
Unharvested,3,St. Pierre Creek,November,95.5,,,
Unharvested,3,St. Pierre Creek,November,95.8,,,
Unharvested,3,St. Pierre Creek,November,100.4,,,
Unharvested,4,St. Pierre Creek,November,108.8,14,20,
Unharvested,4,St. Pierre Creek,November,93.2,12,,
Unharvested,4,St. Pierre Creek,November,90.2,10,24,
Unharvested,4,St. Pierre Creek,November,99.8,9,,Difficult
Unharvested,4,St. Pierre Creek,November,88.2,7,,
Unharvested,4,St. Pierre Creek,November,88.6,7,,
Unharvested,4,St. Pierre Creek,November,82.7,5,,
Unharvested,5,St. Pierre Creek,November,91.4,9,,
Unharvested,5,St. Pierre Creek,November,79.3,8,,
Unharvested,5,St. Pierre Creek,November,92,8,25,
Unharvested,5,St. Pierre Creek,November,87.4,4,,
Unharvested,5,St. Pierre Creek,November,73.1,3,,
Unharvested,5,St. Pierre Creek,November,80.3,3,,
Unharvested,5,St. Pierre Creek,November,81,3,,
Unharvested,5,St. Pierre Creek,November,47.2,2,,
Unharvested,5,St. Pierre Creek,November,48.4,1,,
Unharvested,5,St. Pierre Creek,November,39.4,,,
Unharvested,5,St. Pierre Creek,November,45.3,,,
Unharvested,5,St. Pierre Creek,November,47.2,,,
Unharvested,5,St. Pierre Creek,November,60.5,,,
Unharvested,5,St. Pierre Creek,November,71.3,,,
Unharvested,5,St. Pierre Creek,November,72.4,,,
Unharvested,5,St. Pierre Creek,November,79.4,,,
Unharvested,5,St. Pierre Creek,November,85.2,,,
Unharvested,5,St. Pierre Creek,November,85.7,,,
Unharvested,5,St. Pierre Creek,November,86.5,,,
Unharvested,5,St. Pierre Creek,November,92,,,
Unharvested,5,St. Pierre Creek,November,92.5,,,
Unharvested,5,St. Pierre Creek,November,92.7,,,
Unharvested,5,St. Pierre Creek,November,97.7,,,
Unharvested,5,St. Pierre Creek,November,102.1,,,
Unharvested,5,St. Pierre Creek,November,107.3,,,
Unharvested,6,St. Pierre Creek,November,92.8,8,,
Unharvested,6,St. Pierre Creek,November,77.1,7,,
Unharvested,6,St. Pierre Creek,November,91,7,,
Unharvested,6,St. Pierre Creek,November,92.1,6,,
Unharvested,6,St. Pierre Creek,November,84.8,5,,
Unharvested,6,St. Pierre Creek,November,91.3,5,,
Unharvested,6,St. Pierre Creek,November,76.5,3,,
Unharvested,6,St. Pierre Creek,November,61.6,2,,
Unharvested,6,St. Pierre Creek,November,41.6,1,,
Unharvested,6,St. Pierre Creek,November,19.5,0,,
Unharvested,6,St. Pierre Creek,November,34.5,,,
Unharvested,6,St. Pierre Creek,November,35.8,,,
Unharvested,6,St. Pierre Creek,November,38.2,,,
Unharvested,6,St. Pierre Creek,November,42.6,,,
Unharvested,6,St. Pierre Creek,November,58.9,,,
Unharvested,6,St. Pierre Creek,November,61.1,,,
Unharvested,6,St. Pierre Creek,November,61.2,,,
Unharvested,6,St. Pierre Creek,November,65.1,,,
Unharvested,6,St. Pierre Creek,November,66.8,,,
Unharvested,6,St. Pierre Creek,November,79.3,,,
Unharvested,6,St. Pierre Creek,November,80.7,,,
Unharvested,6,St. Pierre Creek,November,81.8,,,
Unharvested,6,St. Pierre Creek,November,84.3,,,
Unharvested,6,St. Pierre Creek,November,85.1,,,
Unharvested,6,St. Pierre Creek,November,85.1,,,
Unharvested,6,St. Pierre Creek,November,86.5,,,
Unharvested,6,St. Pierre Creek,November,86.7,,,
Unharvested,6,St. Pierre Creek,November,87.3,,,
Unharvested,6,St. Pierre Creek,November,87.4,,,
Unharvested,6,St. Pierre Creek,November,88.8,,,
Unharvested,6,St. Pierre Creek,November,89.5,,,
Unharvested,6,St. Pierre Creek,November,89.5,,,
Unharvested,6,St. Pierre Creek,November,89.7,,,
Unharvested,6,St. Pierre Creek,November,90.1,,,
Unharvested,6,St. Pierre Creek,November,90.7,,,
Unharvested,6,St. Pierre Creek,November,90.7,,,
Unharvested,6,St. Pierre Creek,November,90.8,,,
Unharvested,6,St. Pierre Creek,November,94.3,,,
Unharvested,6,St. Pierre Creek,November,94.6,,,
Unharvested,6,St. Pierre Creek,November,95.6,,,
Unharvested,6,St. Pierre Creek,November,95.7,,,
Unharvested,6,St. Pierre Creek,November,96.1,,,
Unharvested,7,St. Pierre Creek,November,98.2,13,22,Difficult
Unharvested,7,St. Pierre Creek,November,99.6,12,,
Unharvested,7,St. Pierre Creek,November,92.4,10,,
Unharvested,7,St. Pierre Creek,November,94.7,9,,
Unharvested,7,St. Pierre Creek,November,84.3,6,,
Unharvested,7,St. Pierre Creek,November,87.3,6,,
Unharvested,7,St. Pierre Creek,November,86.6,5,,
Unharvested,7,St. Pierre Creek,November,97.7,5,,
Unharvested,7,St. Pierre Creek,November,70.7,3,,
Unharvested,7,St. Pierre Creek,November,18.8,0,,
Unharvested,7,St. Pierre Creek,November,78.7,,,
Unharvested,7,St. Pierre Creek,November,79,,,
Unharvested,7,St. Pierre Creek,November,81.8,,,
Unharvested,7,St. Pierre Creek,November,88.7,,,
Unharvested,7,St. Pierre Creek,November,88.7,,,
Unharvested,7,St. Pierre Creek,November,92.3,,,
Unharvested,7,St. Pierre Creek,November,95.9,,,
Unharvested,7,St. Pierre Creek,November,96.1,,,
Unharvested,7,St. Pierre Creek,November,96.7,,,
Unharvested,7,St. Pierre Creek,November,97.4,,,
Unharvested,7,St. Pierre Creek,November,102.4,,,
Unharvested,7,St. Pierre Creek,November,107.7,,,
Unharvested,7,St. Pierre Creek,November,108.5,,,
Unharvested,8,St. Pierre Creek,November,100.9,13,27,Difficult
Unharvested,8,St. Pierre Creek,November,94.7,7,,
Unharvested,8,St. Pierre Creek,November,95.3,6,,
Unharvested,8,St. Pierre Creek,November,86.9,5,,
Unharvested,8,St. Pierre Creek,November,84.2,4,,
Unharvested,8,St. Pierre Creek,November,92.1,4,,
Unharvested,8,St. Pierre Creek,November,62.2,2,,
Unharvested,8,St. Pierre Creek,November,67.6,2,,
Unharvested,8,St. Pierre Creek,November,27,0,,
Unharvested,8,St. Pierre Creek,November,52.9,0,,
Unharvested,8,St. Pierre Creek,November,33.8,,,
Unharvested,8,St. Pierre Creek,November,35.9,,,
Unharvested,8,St. Pierre Creek,November,58,,,
Unharvested,8,St. Pierre Creek,November,60.5,,,
Unharvested,8,St. Pierre Creek,November,67,,,
Unharvested,8,St. Pierre Creek,November,67.8,,,
Unharvested,8,St. Pierre Creek,November,68.8,,,
Unharvested,8,St. Pierre Creek,November,69.1,,,
Unharvested,8,St. Pierre Creek,November,70.6,,,
Unharvested,8,St. Pierre Creek,November,79.7,,,
Unharvested,8,St. Pierre Creek,November,82.1,,,
Unharvested,8,St. Pierre Creek,November,83.2,,,
Unharvested,8,St. Pierre Creek,November,84,,,
Unharvested,8,St. Pierre Creek,November,85.3,,,
Unharvested,8,St. Pierre Creek,November,85.8,,,
Unharvested,8,St. Pierre Creek,November,86.4,,,
Unharvested,8,St. Pierre Creek,November,87.6,,,
Unharvested,8,St. Pierre Creek,November,87.7,,,
Unharvested,8,St. Pierre Creek,November,87.7,,,
Unharvested,8,St. Pierre Creek,November,88.6,,,
Unharvested,8,St. Pierre Creek,November,89.3,,,
Unharvested,8,St. Pierre Creek,November,89.8,,,
Unharvested,8,St. Pierre Creek,November,90.7,,,
Unharvested,8,St. Pierre Creek,November,91.4,,,
Unharvested,8,St. Pierre Creek,November,92.4,,,
Unharvested,8,St. Pierre Creek,November,93.4,,,
Unharvested,8,St. Pierre Creek,November,93.8,,,
Unharvested,8,St. Pierre Creek,November,94.7,,,
Unharvested,8,St. Pierre Creek,November,94.9,,,
Unharvested,8,St. Pierre Creek,November,96.7,,,
Unharvested,8,St. Pierre Creek,November,97.8,,,
Unharvested,8,St. Pierre Creek,November,99.2,,,
Unharvested,8,St. Pierre Creek,November,99.7,,,
Unharvested,8,St. Pierre Creek,November,100,,,
Unharvested,8,St. Pierre Creek,November,102.6,,,
Unharvested,8,St. Pierre Creek,November,104.5,,,
Unharvested,8,St. Pierre Creek,November,105.3,,,
Unharvested,8,St. Pierre Creek,November,107.5,,,
Unharvested,8,St. Pierre Creek,November,108.4,,,
Unharvested,9,St. Pierre Creek,November,94,12,20,Difficult
Unharvested,9,St. Pierre Creek,November,100.1,11,,Difficult
Unharvested,9,St. Pierre Creek,November,96.7,10,,
Unharvested,9,St. Pierre Creek,November,97.1,8,,
Unharvested,9,St. Pierre Creek,November,100.3,8,,
Unharvested,9,St. Pierre Creek,November,89.2,7,,
Unharvested,9,St. Pierre Creek,November,95.2,7,,
Unharvested,9,St. Pierre Creek,November,88.7,5,,
Unharvested,9,St. Pierre Creek,November,85,4,,
Unharvested,9,St. Pierre Creek,November,4.5,0,,
Unharvested,9,St. Pierre Creek,November,36.3,,,
Unharvested,9,St. Pierre Creek,November,49,,,
Unharvested,9,St. Pierre Creek,November,62.5,,,
Unharvested,9,St. Pierre Creek,November,74.6,,,
Unharvested,9,St. Pierre Creek,November,83.1,,,
Unharvested,9,St. Pierre Creek,November,84,,,
Unharvested,9,St. Pierre Creek,November,91.6,,,
Unharvested,9,St. Pierre Creek,November,93.5,,,
Unharvested,9,St. Pierre Creek,November,98.5,,,
Unharvested,9,St. Pierre Creek,November,106.8,,,
Unharvested,9,St. Pierre Creek,November,116.8,,,
Unharvested,10,St. Pierre Creek,November,87.1,9,,
Unharvested,10,St. Pierre Creek,November,84.3,7,19,
Unharvested,10,St. Pierre Creek,November,84.5,7,,
Unharvested,10,St. Pierre Creek,November,86.2,7,,
Unharvested,10,St. Pierre Creek,November,77.8,6,,
Unharvested,10,St. Pierre Creek,November,90.7,6,,
